mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_129221,N=C1NN=NC(=N)C=C1,3.52168,1.38625,0.99585,2.1148,80.89,-0.2536,-0.0813,0.1723,1100.2345,0.102979,-429.000213,-428.992758,-428.991814,-429.034404,27.458
gdb_11099,C#CC1CN(C1)C=O,6.26722,1.07633,1.01829,3.7525,70.13,-0.2464,0.0201,0.2665,1126.6317,0.11803,-362.633822,-362.625811,-362.624867,-362.667396,27.979
gdb_130635,O=C1CCC2=C1N=NO2,2.1115,1.88087,1.00708,1.9243,73.54,-0.2538,-0.0846,0.1692,1073.4975,0.08875,-452.784684,-452.776871,-452.775927,-452.818162,27.353
gdb_129792,c12c(onc1onn2)N,3.54088,1.68142,1.14047,6.2194,62.94,-0.242,-0.0691,0.1729,935.6142,0.065586,-484.795795,-484.788759,-484.787815,-484.827124,26.015
gdb_100758,CCC(C)C(O)C(C)C,2.67363,0.87863,0.79068,1.389,92.27,-0.2587,0.0674,0.3261,1668.3216,0.249294,-390.706522,-390.694452,-390.693508,-390.743478,44.665
gdb_92340,OC1CC2OCC(O)C12,2.10687,2.01092,1.2996,3.2364,69.6,-0.2377,0.0493,0.287,1011.3618,0.160576,-460.147216,-460.139208,-460.138264,-460.179764,31.582
gdb_76673,[NH3+]C1C(O)C1CC([O-])=O,3.14385,1.08034,0.94002,7.0898,67.95,-0.2468,0.0287,0.2755,1260.3027,0.148526,-476.234922,-476.226246,-476.225302,-476.268424,32.872
gdb_80654,CC1C2CC(C2)NC1=O,2.53445,1.74751,1.28482,3.6711,78.42,-0.2358,0.0288,0.2646,1043.9561,0.173477,-403.186191,-403.178342,-403.177398,-403.218341,31.564
gdb_25243,N=C1NCC2=C1OC=C2,3.24025,1.70372,1.12592,4.0105,76.08,-0.2199,-0.0174,0.2025,1010.9766,0.116278,-416.839398,-416.832658,-416.831714,-416.870424,26.588
gdb_9346,CCCNC(=O)CO,6.75951,0.77382,0.73528,4.465,70.16,-0.2419,0.0299,0.2718,1571.1617,0.163447,-402.224308,-402.214065,-402.21312,-402.261645,34.357
gdb_79734,CC12CC3CC3C1C2O,2.42279,1.6889,1.34861,1.5397,81.17,-0.2288,0.0715,0.3003,1062.7499,0.183509,-387.065894,-387.0576,-387.056656,-387.098022,33.61
gdb_97344,CN=COC(=O)CC#N,8.47884,0.61611,0.57846,4.0125,72.29,-0.2799,-0.0396,0.2404,1825.4704,0.109749,-453.983831,-453.974202,-453.973258,-454.019902,31.953
gdb_72933,CC12CCN1C1COC21,2.72059,1.74733,1.50649,0.2486,77.54,-0.2094,0.0611,0.2704,983.3957,0.171911,-403.07713,-403.069482,-403.068538,-403.109095,30.664
gdb_103661,CC1(CO)CC(C1)C#C,2.58246,1.17841,0.9627,0.9946,84.76,-0.2508,0.0508,0.3016,1304.6401,0.180218,-387.04566,-387.03568,-387.034736,-387.080294,37.705
gdb_15737,C1CN1C(=O)CC#N,3.14177,1.72953,1.25609,2.8429,63.03,-0.2683,-0.0215,0.2468,939.8334,0.106752,-378.729643,-378.721762,-378.720818,-378.763342,26.969
gdb_112124,COC1C=CCOC1C,2.21476,1.56264,1.04556,2.0462,81.58,-0.2388,0.01,0.2488,1221.2736,0.181868,-424.220147,-424.210865,-424.209921,-424.254276,34.524
gdb_114687,CC12CC1CC(CO)O2,2.85651,1.24354,1.05928,2.6442,78.13,-0.2342,0.0789,0.3131,1230.0328,0.182567,-424.220091,-424.211206,-424.210261,-424.253664,34.372
gdb_29420,c1c(nc(o1)CC=O)N,5.11843,0.85727,0.7937,3.5386,70.31,-0.2088,-0.0323,0.1764,1395.4282,0.112276,-453.98346,-453.974961,-453.974017,-454.018297,30.042
gdb_5923,CC(C)(OC=N)C#N,3.46892,1.32483,1.21538,5.7459,67.71,-0.2794,0.0055,0.2849,1049.1707,0.127879,-379.929137,-379.920103,-379.919159,-379.962819,31.811
gdb_72807,OC12CNC1C(=O)C=C2,2.81192,1.58614,1.29485,2.8408,70.85,-0.2223,-0.0563,0.166,991.5432,0.12518,-437.88186,-437.874352,-437.873408,-437.913666,29.314
gdb_73679,CC12CCCC1COC2,2.43784,1.61636,1.25526,1.5614,83.68,-0.2459,0.0754,0.3213,1118.9459,0.208858,-388.31771,-388.309515,-388.30857,-388.350463,33.027
gdb_1746,C1CC1(CC=O)O,5.0528,1.6871,1.51332,1.7151,57.58,-0.2469,-0.026,0.2209,828.0421,0.122494,-345.64287,-345.635217,-345.634273,-345.675205,27.249
gdb_8034,CC1CC2(C)OCC12,3.46432,1.83708,1.49444,1.7188,74.42,-0.2353,0.0796,0.3148,941.0832,0.176641,-348.982744,-348.974665,-348.973721,-349.015069,31.048
gdb_47513,C1CC12CCNC(=O)O2,2.78102,1.52711,1.1335,5.0452,72.67,-0.2497,0.0604,0.3102,1092.6062,0.149429,-439.124871,-439.116993,-439.116049,-439.157484,30.474
gdb_115517,OCC1CCC(CO)O1,2.26418,1.2006,0.8758,2.8236,74.53,-0.2517,0.0684,0.3201,1364.0127,0.18315,-461.364516,-461.355123,-461.354179,-461.399529,34.813
gdb_2615,C#CCOCC#N,11.74047,1.06098,0.98506,4.44,58.01,-0.2789,-0.0091,0.2698,1078.9803,0.087595,-323.328581,-323.320942,-323.319998,-323.361001,25.362
gdb_93157,CN1CC=CCNC1=O,2.52538,1.6309,1.07249,3.7898,77.56,-0.2224,-0.0023,0.2201,1133.5285,0.160962,-419.237311,-419.228313,-419.227369,-419.271898,32.695
gdb_120741,CCOC1CC1C(C)C,2.34023,0.96683,0.79131,0.9539,90.61,-0.2341,0.0791,0.3132,1620.8036,0.226348,-389.479664,-389.468563,-389.467619,-389.516476,40.581
gdb_121416,C1COCCC1CCO,4.06281,0.7571,0.67009,1.8926,82.3,-0.2448,0.0773,0.3221,1693.2103,0.207143,-425.432665,-425.423228,-425.422284,-425.467301,35.483
gdb_63871,CC1(O)CN2CC12C#N,2.27214,1.66319,1.29465,4.5603,73.47,-0.2616,-0.0052,0.2563,1036.9458,0.134854,-417.973513,-417.964976,-417.964032,-418.006262,32.549
gdb_48726,O=CC12CC1C1CC2O1,3.03468,1.64752,1.34309,4.1234,72.28,-0.2476,-0.0199,0.2277,969.4624,0.137103,-421.783129,-421.776246,-421.775302,-421.814429,27.687
gdb_116272,OCC1OCOC1C#N,2.21154,1.51768,1.02739,2.6429,64.17,-0.2743,-0.0019,0.2724,1133.0969,0.124538,-475.016531,-475.007986,-475.007042,-475.05121,30.115
gdb_87034,NC(=O)C1(CC1O)C#N,2.15661,1.67207,1.10338,1.8043,68.14,-0.2618,-0.0064,0.2554,1073.9817,0.112135,-453.982658,-453.974067,-453.973123,-454.015777,32.117
gdb_114969,COC1CC=C2COC12,2.86278,1.44927,1.13563,2.0784,78.11,-0.2356,0.0064,0.242,1130.2513,0.159136,-422.970422,-422.962173,-422.961229,-423.003492,30.94
gdb_132659,c1c(cnc(c1O)N)F,3.19414,1.33544,0.94243,2.9342,69.55,-0.2001,-0.0142,0.1858,1123.7971,0.101711,-478.03049,-478.022962,-478.022018,-478.062178,29.522
gdb_83827,OC1C2CCC=CCC12,2.71829,1.42466,1.13055,1.1877,83.29,-0.2279,0.0317,0.2596,1152.6648,0.184909,-387.081558,-387.073409,-387.072465,-387.113881,32.814
gdb_113754,CC(C=O)C1NC1CO,2.38817,1.01955,0.79896,3.8765,76.1,-0.2517,-0.027,0.2247,1464.0869,0.168746,-440.260339,-440.249999,-440.249055,-440.298116,36.028
gdb_80733,CC1C2CC(CN12)C#N,3.7136,1.06585,1.05701,4.271,79.64,-0.2397,0.0297,0.2694,1215.2667,0.160862,-382.069755,-382.061267,-382.060322,-382.103365,31.587
gdb_5294,c1c(nc[nH]1)C(=O)N,5.16926,1.62643,1.23717,4.2402,61.13,-0.2369,-0.0012,0.2357,896.2905,0.098289,-394.860525,-394.853547,-394.852603,-394.891941,25.442
gdb_48850,O=CC12CCCCC1O2,2.93224,1.32697,1.10179,2.7304,75.91,-0.2531,-0.0338,0.2193,1150.051,0.160064,-423.04285,-423.034826,-423.033881,-423.075478,30.911
gdb_28042,C#CCn1ccc(c1)O,3.92509,0.95151,0.86292,1.5104,77.61,-0.1887,0.0284,0.2171,1335.2364,0.1234,-400.732351,-400.72361,-400.722666,-400.766756,32.37
gdb_52561,CC#CC(=N)OCC#N,3.46,0.698,0.58509,2.3325,80.04,-0.2698,-0.0333,0.2364,1811.8677,0.109977,-416.785829,-416.775877,-416.774933,-416.824903,32.733
gdb_36850,C(C1CC1)C12CCC1O2,4.24105,0.94435,0.86412,1.6759,82.72,-0.2442,0.0823,0.3264,1413.045,0.182378,-387.042358,-387.033791,-387.032847,-387.076314,32.897
gdb_71370,OC12CN3C1C1OC1C23,3.01029,2.03678,1.61752,0.9794,66.32,-0.2482,0.0542,0.3024,843.579,0.126047,-437.787679,-437.781496,-437.780552,-437.817834,26.355
gdb_44827,O=C1CN2CC12CC#N,3.07554,1.23629,1.00448,3.8808,70.43,-0.2646,-0.0399,0.2248,1152.7152,0.112089,-416.790614,-416.782581,-416.781637,-416.824532,29.031
gdb_118722,CCOC1(C)C2CCC12,2.36001,1.35047,1.03407,1.0083,86.03,-0.2367,0.0861,0.3228,1293.9174,0.204673,-388.260928,-388.251299,-388.250355,-388.295318,36.6
gdb_70442,CC12CC1OC2C1CN1,3.20978,1.24645,1.145,2.3314,78.4,-0.2382,0.0731,0.3113,1171.9581,0.171153,-403.077484,-403.069032,-403.068088,-403.110537,32.454
gdb_58415,CC(C)C1(C)C(C)C1C,1.84781,1.28819,1.17735,0.1424,95.83,-0.2494,0.0764,0.3258,1357.4666,0.249472,-353.560622,-353.548883,-353.547939,-353.596602,43.962
gdb_77014,CC1C(C#C)N1CC#C,2.29615,1.26612,0.97634,1.5744,84.43,-0.2294,0.0296,0.259,1267.313,0.143861,-364.707233,-364.697407,-364.696463,-364.74216,36.138
gdb_21888,C#Cc1cc(n[nH]1)O,7.62578,1.28952,1.103,1.7016,67.18,-0.2251,-0.0217,0.2033,980.2014,0.084667,-377.513251,-377.506349,-377.505404,-377.544104,26.077
gdb_2121,C1CC(=O)C(=O)C1,3.62739,3.16869,1.77308,4.5164,53.99,-0.2314,-0.088,0.1434,677.7872,0.101832,-344.494043,-344.487816,-344.486872,-344.524385,22.671
gdb_56086,C(C#CC#N)OC(=O)N,7.4469,0.54056,0.50639,4.3529,73.96,-0.2888,-0.0568,0.2319,1971.3725,0.088053,-452.768482,-452.759161,-452.758217,-452.805683,31.156
gdb_67141,CC12C3NC1C(=O)C23C,2.07076,1.83901,1.49475,2.923,76.52,-0.2149,0.0062,0.221,1006.709,0.147125,-401.911323,-401.902872,-401.901928,-401.944198,31.708
gdb_48010,O=CC#CC1OC2CC12,4.79458,0.7461,0.72962,4.5411,77.59,-0.2535,-0.0669,0.1866,1534.7739,0.110787,-420.547296,-420.539014,-420.53807,-420.581779,29.111
gdb_28191,c1c2c([nH]c1O)ocn2,5.38147,1.29436,1.0434,2.7179,65.29,-0.1857,0.0173,0.203,1034.637,0.090923,-452.76925,-452.761917,-452.760973,-452.801848,26.835
gdb_123588,C1C2CN1C1=C2N=NN1,4.25922,1.64775,1.43164,3.6977,70.26,-0.2281,0.002,0.2301,885.954,0.117056,-412.893829,-412.887974,-412.88703,-412.924045,24.038
gdb_63485,CC1(O)CC1(N)CC#N,3.21609,1.06119,0.93427,4.8611,76.48,-0.2369,0.0377,0.2746,1294.8184,0.157019,-419.201397,-419.191264,-419.19032,-419.236206,37.43
gdb_102256,C[NH2+]C(CC([O-])=O)C#C,2.55661,1.05678,0.77738,6.0206,75.34,-0.2515,0.0135,0.265,1423.7355,0.14625,-439.080809,-439.071178,-439.070234,-439.115746,34.73
gdb_38020,C1C2C=C3CC=CC3N12,3.51657,1.68909,1.34003,1.6716,81.78,-0.2189,0.0119,0.2308,968.3724,0.150708,-364.79043,-364.783881,-364.782937,-364.821064,27.447
gdb_5809,CC(O)CC(C)(C)C,3.06892,1.22562,1.12079,1.3192,81.48,-0.2582,0.0656,0.3238,1245.4645,0.220301,-351.42026,-351.409639,-351.408695,-351.455149,40.087
gdb_55765,CC(=O)OC12CC1OC2,4.04911,1.05927,0.9942,2.5565,69.08,-0.2422,0.0044,0.2466,1232.0439,0.13355,-458.944863,-458.93613,-458.935186,-458.97966,31.176
gdb_55136,CC(=O)C1CC2CN1C2,3.28838,1.33675,1.18782,2.1199,78.51,-0.2373,-0.0163,0.2209,1119.2964,0.17222,-403.1339,-403.125805,-403.124861,-403.167281,31.193
gdb_59753,CN(C)C1CNCC1=O,2.53201,1.39043,0.94713,2.4262,79.3,-0.2118,-0.0222,0.1897,1270.4107,0.182888,-420.401686,-420.392444,-420.3915,-420.435809,34.691
gdb_77968,CC1C2C(C=O)C1N2C,2.56766,1.39863,1.05596,2.1336,82.31,-0.2198,-0.0221,0.1977,1198.6944,0.168561,-403.068828,-403.059685,-403.058741,-403.102794,33.906
gdb_91928,CC1(C)C2CC2CC1O,2.05647,1.68851,1.49268,1.4048,84.23,-0.2582,0.0724,0.3307,1083.9218,0.206068,-388.296897,-388.287815,-388.286871,-388.329571,36.799
gdb_188,c1coc(=O)[nH]1,9.20111,4.03528,2.80507,4.6537,39.72,-0.2215,0.0207,0.2422,425.4583,0.063077,-321.276274,-321.271636,-321.270692,-321.3041,16.761
gdb_95825,CC1CCC(O)COC1,2.82089,1.14343,0.87431,0.6109,81.69,-0.2411,0.0737,0.3148,1383.53,0.206814,-425.429101,-425.419696,-425.418752,-425.463279,36.257
gdb_128574,COc1cc(n[nH]1)C=O,6.83265,0.85995,0.76758,6.2486,72.25,-0.2321,-0.0438,0.1883,1404.0073,0.112814,-453.956805,-453.948494,-453.94755,-453.990348,29.361
gdb_33283,C1CC1(C#CC#N)C#N,3.39857,0.83229,0.70534,5.3068,83.64,-0.287,-0.0635,0.2235,1499.3391,0.088926,-378.454284,-378.445913,-378.444969,-378.488011,29.606
gdb_19650,OCC12C3C4C1N4C23,5.19808,1.67935,1.59662,2.0529,63.14,-0.2182,0.0517,0.2699,821.9582,0.11861,-362.52301,-362.51634,-362.515396,-362.55403,25.363
gdb_98185,CCC(=O)C(C)(C)OC,2.43594,1.11235,0.93112,2.4909,82.48,-0.2386,-0.0084,0.2302,1421.4675,0.200992,-425.447213,-425.435673,-425.434729,-425.484323,41.261
gdb_114229,OCC1OC2(CC2)C=C1,3.27745,1.21752,1.10542,1.7826,78.79,-0.2197,0.0118,0.2315,1177.2835,0.158811,-423.010108,-423.001722,-423.000777,-423.043372,32.42
gdb_69162,CC12CN1C(=O)C2(C)C,2.0894,1.74118,1.37327,4.0502,78.7,-0.2376,-0.0054,0.2322,1071.3822,0.16878,-403.145621,-403.136171,-403.135227,-403.179135,35.638
gdb_11325,CN=C1CNC(=O)O1,4.61184,1.54185,1.17241,3.1689,61.51,-0.2655,0.0016,0.2671,970.5335,0.10752,-415.918324,-415.910493,-415.909549,-415.951944,26.535
gdb_67870,OC12C=CCC1NC2=N,2.76566,1.64184,1.36039,3.1333,75.23,-0.2385,0.0056,0.2441,990.1797,0.137143,-418.00837,-418.00059,-417.999646,-418.040284,30.646
gdb_62311,OC1(C#N)C2C3NC2C13,3.59173,1.45855,1.19294,3.2575,69.5,-0.2446,0.0105,0.2551,999.2204,0.112949,-416.712112,-416.704925,-416.703981,-416.743646,28.053
gdb_15403,CCCC1CC1C=O,4.2677,0.90651,0.80037,3.4136,77.61,-0.244,-0.0153,0.2286,1458.6296,0.175633,-349.011479,-349.002335,-349.001391,-349.045939,32.733
gdb_38709,C1C2OC22CC1C=CC2,2.58347,2.13927,1.59221,2.0226,78.17,-0.2472,0.012,0.2592,902.5202,0.162462,-385.868533,-385.86208,-385.861136,-385.898775,28.184
gdb_102137,COC(CC#C)C#CC,2.74244,0.83179,0.66023,2.0118,87.72,-0.2509,0.0356,0.2865,1710.1473,0.154702,-385.820208,-385.809036,-385.808092,-385.858308,38.013
gdb_6924,CC1(O)CC1NC=O,3.28371,1.54162,1.35198,4.2318,65.59,-0.2415,0.026,0.2675,970.8685,0.140333,-401.006436,-400.997682,-400.996738,-401.039724,31.867
gdb_107658,CCC12CC1CCOC2,3.01601,1.23123,1.03875,1.3261,85.19,-0.2428,0.0838,0.3266,1272.3017,0.207546,-388.291081,-388.282278,-388.281334,-388.32435,34.579
gdb_78479,CC1C2C1C1CCCC21,3.29065,1.22091,1.16201,0.1491,88.51,-0.2366,0.0853,0.3219,1217.5677,0.208663,-351.142954,-351.135013,-351.134069,-351.175028,32.727
gdb_111981,OCC1C=CC(O)C1O,2.42384,1.33468,1.08026,1.7775,72.3,-0.2551,-0.0006,0.2545,1173.4169,0.159481,-460.158024,-460.149033,-460.148089,-460.19189,34.038
gdb_4766,Cc1cc([nH]c1)CO,6.06009,1.18299,1.0403,0.7733,72.73,-0.1986,0.0358,0.2344,1136.9757,0.143052,-363.901216,-363.892974,-363.89203,-363.934265,30.037
gdb_97601,CCC#CC(O)CC#N,5.04312,0.56496,0.53472,5.9267,83.09,-0.2695,0.0149,0.2844,2052.2914,0.145179,-401.936705,-401.926077,-401.925133,-401.974387,36.196
gdb_24268,C1C2OC2C2=C1N=CO2,4.05353,1.61936,1.25976,1.8149,66.12,-0.2344,-0.0108,0.2237,928.4674,0.103792,-436.686266,-436.680267,-436.679323,-436.716654,23.881
gdb_101171,COC(C)C1C(C)C1C,2.0423,1.24411,1.06373,1.2324,89.94,-0.2436,0.0738,0.3174,1364.6999,0.226428,-389.472869,-389.461491,-389.460547,-389.509461,41.155
gdb_6984,CC1CCCC1(C)C,2.29397,2.10914,1.50792,0.0658,83.8,-0.2896,0.072,0.3616,1016.99,0.223818,-314.301233,-314.292034,-314.29109,-314.334217,35.853
gdb_128772,COCc1cn[nH]c1N,3.50384,1.08032,0.85134,3.0396,75.84,-0.1961,0.0406,0.2366,1340.5225,0.149198,-435.270495,-435.261445,-435.260501,-435.304592,32.815
gdb_60414,CC(C)OCC1COC1,4.00413,0.69419,0.68019,2.2226,82.97,-0.2425,0.0809,0.3235,1786.623,0.203752,-425.401452,-425.390939,-425.389995,-425.438891,37.036
gdb_82753,CC1C2CC3N2CC13O,2.28699,2.08713,1.52565,0.9103,77.57,-0.2253,0.0687,0.2939,960.6053,0.172736,-403.095274,-403.087721,-403.086777,-403.126673,31.274
gdb_33169,c1cc(n(c1)CCO)N,2.80402,1.32305,1.01978,3.591,78.8,-0.1808,0.0508,0.2316,1198.6938,0.160444,-419.227728,-419.21856,-419.217616,-419.261879,34.115
gdb_8336,C1CC2(C1)CC(C2)O,5.28294,1.21629,1.21018,1.5205,74.75,-0.2543,0.079,0.3333,1082.9422,0.177471,-348.981771,-348.973924,-348.97298,-349.013861,30.749
gdb_59787,CC(O)C1CCCCC1,2.92024,1.03796,0.81705,1.4321,88.66,-0.2578,0.0748,0.3325,1493.0072,0.230438,-389.521822,-389.512191,-389.511247,-389.555978,37.862
gdb_52323,C1CCC(C1)OCC=O,4.16355,0.73861,0.70813,2.9907,79.61,-0.255,-0.0261,0.2288,1652.0026,0.181628,-424.240625,-424.231092,-424.230147,-424.277219,33.642
gdb_74329,NC1=NC(CC#N)CO1,3.61687,1.00399,0.82888,5.5264,70.99,-0.2386,0.0361,0.2746,1326.5936,0.125952,-434.106477,-434.098002,-434.097058,-434.140797,30.507
gdb_67321,OC12C3CC1N3C2C#N,3.24955,1.4763,1.23981,4.9003,70.51,-0.2707,0.0047,0.2754,998.2204,0.112681,-416.718101,-416.710822,-416.709877,-416.749762,28.11
gdb_10668,NC(=N)C1(CO1)C#N,2.97164,2.07825,1.36266,3.9864,59.94,-0.2591,-0.0249,0.2342,862.2362,0.095586,-394.770138,-394.762619,-394.761675,-394.802002,27.582
gdb_133333,NC1=C(F)NN=CC1=N,2.35574,1.86774,1.0428,2.3967,72.73,-0.189,-0.0292,0.1599,1037.9183,0.102536,-474.153437,-474.145805,-474.144861,-474.185279,29.449
gdb_83776,CN1C2CCC3OC2C13,2.95619,1.73608,1.52049,1.2552,77.27,-0.2085,0.0742,0.2827,968.1066,0.173583,-403.101981,-403.094937,-403.093993,-403.132977,29.368
gdb_129516,c1c(nn[nH]1)NC(=O)N,5.26854,1.0029,0.8432,2.0505,65.67,-0.2228,0.001,0.2237,1260.2766,0.103512,-466.225429,-466.217606,-466.216662,-466.258318,28.834
gdb_129867,c1c2cnoc2oc1N,5.41694,1.29136,1.0487,3.437,66.59,-0.226,-0.0092,0.2168,1044.6662,0.091107,-452.730617,-452.72383,-452.722886,-452.761895,25.867
gdb_114913,CNC1CN=C(N)C1=O,3.02615,1.29148,0.94314,0.6142,75.22,-0.2238,-0.0559,0.1679,1235.2239,0.14867,-435.289221,-435.280212,-435.279268,-435.323244,33.26
gdb_115529,CCC1CCC1(C)C#N,2.32002,1.12709,1.00139,4.1675,86.64,-0.2944,0.0335,0.3278,1353.7927,0.193713,-367.232768,-367.222882,-367.221938,-367.267376,36.889
gdb_107743,OCC12OC3=NCC1C23,3.57637,1.35975,1.27019,2.9883,70.06,-0.2215,-0.0591,0.1623,1019.8178,0.122642,-437.737243,-437.729603,-437.728658,-437.769519,29.417
gdb_26843,C(=O)c1[nH]c(c(n1)N)O,3.66381,1.11633,0.85951,4.8618,73.22,-0.2174,-0.0496,0.1677,1242.1075,0.101777,-470.04608,-470.037884,-470.03694,-470.078951,29.843
gdb_69,CC(O)C=O,8.31096,4.07963,2.92918,2.8354,39.16,-0.255,-0.0279,0.2271,432.1489,0.088443,-268.287661,-268.281505,-268.280561,-268.316982,20.344
gdb_20142,C1OC1C1CC2OC12,5.29421,1.4055,1.26549,2.6139,64.31,-0.2557,0.0785,0.3342,961.3747,0.130318,-383.669609,-383.662716,-383.661772,-383.701169,25.868
gdb_57125,NC(=O)C(O)C#CC#N,3.50533,0.78645,0.6773,4.4988,73.23,-0.2826,-0.0593,0.2233,1538.3081,0.088033,-452.756442,-452.747394,-452.746449,-452.791298,31.7
gdb_92704,CC1CC=C(C)C1(C)O,2.22883,1.54503,1.15265,1.3579,87.14,-0.2304,0.0309,0.2613,1203.9719,0.204024,-388.318991,-388.308864,-388.30792,-388.353017,39.08
gdb_81678,OC1C2CC1OC(=O)C2,3.59441,1.30786,1.21911,3.5465,67.65,-0.2624,0.0069,0.2693,1044.3391,0.137232,-458.985242,-458.977909,-458.976965,-459.016897,29.118
gdb_79097,CC1C2C3CC(=O)C1N23,2.37668,1.96472,1.4712,2.741,73.95,-0.2397,-0.024,0.2157,953.3969,0.148904,-401.935939,-401.928534,-401.92759,-401.967709,29.217
gdb_63841,CC1(O)CC2OC(=O)C12,2.8106,1.4988,1.2348,4.1326,67.59,-0.2704,0.0051,0.2755,1036.0368,0.134634,-458.974077,-458.965884,-458.96494,-459.006769,31.334
gdb_123776,c1c2n(nn1)CC23CC3,4.42611,1.31715,1.11268,5.4887,76.53,-0.244,0.0095,0.2535,1071.3821,0.126583,-396.871076,-396.864148,-396.863204,-396.902602,26.709
gdb_19470,CCC1C2OC1C=C2,4.7315,1.5007,1.4389,1.7558,71.3,-0.2339,0.0026,0.2365,951.3847,0.154349,-347.756193,-347.749094,-347.74815,-347.787477,27.915
gdb_130915,C#Cc1c(non1)C=O,2.29534,1.6165,0.94851,4.0515,66.8,-0.2859,-0.1008,0.1851,1102.8118,0.063961,-451.467315,-451.459846,-451.458902,-451.499874,26.276
gdb_51019,N=COC1(CCC1)C#C,2.44404,1.27901,0.99087,3.3954,80.45,-0.2594,0.0182,0.2776,1245.8882,0.145616,-401.897246,-401.88803,-401.887085,-401.931766,33.739
gdb_93786,CC1CCC(C)C(=O)N1,2.35379,1.3874,1.02295,3.7919,83.0,-0.2328,0.0344,0.2672,1264.1626,0.195872,-404.413221,-404.403999,-404.403055,-404.447156,35.37
gdb_13956,N#CCC12CCC1O2,5.18832,1.34254,1.24373,4.86,65.12,-0.2688,0.0253,0.2941,975.4175,0.118684,-362.639246,-362.632019,-362.631075,-362.671217,26.548
gdb_37205,C1NC23COC12C1OC31,2.80701,2.08304,1.76375,1.3425,66.08,-0.2233,0.0383,0.2616,827.1237,0.125213,-437.747343,-437.740875,-437.73993,-437.777783,26.68
gdb_31988,COc1cnc([nH]1)OC,5.44402,0.89351,0.80975,2.3622,72.39,-0.1937,0.0538,0.2475,1422.456,0.135727,-455.15995,-455.150721,-455.149777,-455.194946,32.059
gdb_61179,CC(C#N)N(C)CC#N,3.26359,0.88798,0.80984,4.7818,77.14,-0.255,-0.0054,0.2496,1431.4956,0.14601,-398.134472,-398.124446,-398.123502,-398.16983,35.132
gdb_8297,CCCN1CC(=O)C1,7.38044,0.89003,0.83324,2.6971,73.54,-0.2292,-0.0225,0.2067,1386.4521,0.163792,-365.05611,-365.047435,-365.046491,-365.089817,31.223
gdb_84608,NC1C=CC2NC12C#N,2.59605,1.59046,1.23341,2.6679,74.81,-0.244,-0.018,0.226,1026.1857,0.126732,-396.913706,-396.906064,-396.90512,-396.94571,29.668
gdb_105570,COC1(CCC1=O)C#C,1.95718,1.6046,1.31146,1.8944,75.57,-0.2303,-0.0368,0.1935,1088.5028,0.13236,-421.781438,-421.772016,-421.771072,-421.815794,34.03
gdb_75537,C1COC(=O)NC(=N1)N,2.39471,1.66183,1.02942,3.5217,68.57,-0.2437,0.0072,0.2509,1106.5255,0.127172,-471.256601,-471.248669,-471.247725,-471.289514,29.768
gdb_36522,C#CCC1COCOC1,3.88617,0.96273,0.81337,1.6298,76.84,-0.2607,0.0479,0.3086,1387.3694,0.159671,-422.992247,-422.983707,-422.982763,-423.025713,32.374
gdb_50327,O=CC1CC2CN3C2C13,3.11851,1.5188,1.47438,2.688,73.72,-0.2305,-0.0247,0.2058,965.0567,0.149437,-401.916596,-401.90949,-401.908546,-401.948395,27.97
gdb_89610,CC1CC2(CC12)C(C)=O,3.582,1.09697,0.93436,2.8844,84.47,-0.2356,-0.01,0.2255,1326.0526,0.181178,-387.094266,-387.084928,-387.083984,-387.128477,35.176
gdb_122964,CCCCOC(C)CO,3.69939,0.56526,0.52449,2.3291,87.1,-0.252,0.0821,0.3341,2230.4489,0.226432,-426.627811,-426.61606,-426.615116,-426.666189,41.384
gdb_9768,CCC1(C)CCCO1,3.0823,1.58321,1.48894,1.4087,77.59,-0.2382,0.0788,0.3171,1024.3627,0.200327,-350.22734,-350.218472,-350.217528,-350.260811,33.572
gdb_37103,C1C23CC=CC12C1NC31,3.68523,1.6443,1.55122,1.65,79.18,-0.1923,0.0165,0.2087,918.5409,0.149892,-364.721107,-364.714594,-364.71365,-364.751422,28.118
gdb_16887,CC1=CC2CC2OC1,3.93198,1.83615,1.43618,1.0932,73.93,-0.2152,0.0209,0.2361,914.0588,0.154761,-347.795453,-347.7882,-347.787256,-347.82662,28.421
gdb_69927,CC12CC1C1CC=CC21,3.27663,1.48767,1.30094,0.2612,86.84,-0.2335,0.0276,0.2611,1072.9378,0.184375,-349.941916,-349.93425,-349.933306,-349.973568,31.553
gdb_96329,CC1CCCOC(C)C1,2.05598,1.42234,0.9199,1.1368,89.31,-0.2397,0.0814,0.3211,1385.0524,0.229898,-389.511233,-389.501558,-389.500614,-389.545188,37.698
gdb_5638,CCn1ccnc1O,3.38015,1.93066,1.35383,2.5439,65.93,-0.1999,0.0505,0.2504,914.726,0.132039,-379.96701,-379.959351,-379.958407,-379.999509,28.137
gdb_54800,CC(=O)C1C2NC2C1=O,2.48615,1.61618,1.10151,3.0627,70.1,-0.2418,-0.0315,0.2103,1081.9061,0.122161,-437.868166,-437.859679,-437.858735,-437.902022,30.636
